Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer,Name,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
106,US-2016-156867,13/11/2016,17/11/2016,Standard Class,LC-16870,Lena,Cacioppo,Glasgow,Scotland,G1 1AA,West,OFF-BI-10002794,Stationery,Files,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",27.66
782,US-2016-157014,03/10/2016,06/10/2016,Second Class,BM-11785,Bryan,Mills,Sheffield,South Yorkshire,S1 2HH,East,OFF-BI-10001098,Stationery,Files,Acco D-Ring Binder w/DublLock,24.05
783,US-2016-157014,03/10/2016,06/10/2016,Second Class,BM-11785,Bryan,Mills,Edinburgh,Scotland,EH1 1BB,East,TEC-AC-10002167,Electronics,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,18
784,US-2016-157014,03/10/2016,06/10/2016,Second Class,BM-11785,Bryan,Mills,Leeds,West Yorkshire,LS1 1UR,East,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",26.62
785,US-2016-157014,03/10/2016,06/10/2016,Second Class,BM-11785,Bryan,Mills,Leeds,West Yorkshire,LS1 1UR,East,TEC-AC-10000057,Electronics,Accessories,Microsoft Natural Ergonomic Keyboard 4000,35.99
1670,US-2016-157154,10/01/2016,15/01/2016,Standard Class,MM-17920,Michael,Moore,Newcastle,Tyne and Wear,NE1 1AA,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,763.58
9502,US-2016-158589,20/11/2016,24/11/2016,Standard Class,KW-16570,Kelly,Williams,London,Greater London,SW1A 1AA,West,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,24.03
8298,US-2016-158911,05/07/2016,11/07/2016,Standard Class,RS-19765,Roland,Schwarz,Newcastle,Tyne and Wear,NE1 1AA,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,3.7
8299,US-2016-158911,05/07/2016,11/07/2016,Standard Class,RS-19765,Roland,Schwarz,Birmingham,West Midlands,B1 1AA,South,OFF-LA-10003223,Stationery,Labels,Avery 508,8.84
7627,US-2016-159499,21/11/2016,23/11/2016,Second Class,EM-14095,Eudokia,Martin,Manchester,Greater Manchester,M1 1AE,West,OFF-AP-10002867,Stationery,Appliances,Fellowes Command Center 5-outlet power strip,244.22
7628,US-2016-159499,21/11/2016,23/11/2016,Second Class,EM-14095,Eudokia,Martin,Liverpool,Merseyside,L1 1AA,West,TEC-AC-10002718,Electronics,Accessories,Belkin Standard 104 key USB Keyboard,17.51
7629,US-2016-159499,21/11/2016,23/11/2016,Second Class,EM-14095,Eudokia,Martin,Manchester,Greater Manchester,M1 1AE,West,OFF-LA-10003121,Stationery,Labels,Avery 506,12.39
5781,US-2016-159513,02/04/2016,09/04/2016,Standard Class,JD-15790,John,Dryer,Newcastle,Tyne and Wear,NE1 1AA,West,TEC-MA-10003329,Electronics,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",53.98
255,US-2016-159982,28/11/2016,04/12/2016,Standard Class,DR-12880,Dan,Reichenbach,Liverpool,Merseyside,L1 1AA,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,9.1
256,US-2016-159982,28/11/2016,04/12/2016,Standard Class,DR-12880,Dan,Reichenbach,Liverpool,Merseyside,L1 1AA,Central,OFF-ST-10004804,Stationery,Storage,"Belkin 19"" Vented Equipment Shelf, Black",61.78
257,US-2016-159982,28/11/2016,04/12/2016,Standard Class,DR-12880,Dan,Reichenbach,Bristol,South West England,BS1 5DD,Central,OFF-ST-10001590,Stationery,Storage,"Tenex Personal Project File with Scoop Front Design, Black",40.44
258,US-2016-159982,28/11/2016,04/12/2016,Standard Class,DR-12880,Dan,Reichenbach,Manchester,Greater Manchester,M1 1AE,Central,TEC-PH-10001580,Electronics,Mobiles,Logitech Mobile Speakerphone P710e - speaker phone,485.93
1451,US-2016-160150,19/07/2016,20/07/2016,First Class,TS-21085,Thais,Sissman,Sheffield,South Yorkshire,S1 2HH,West,OFF-BI-10004352,Stationery,Files,Wilson Jones DublLock D-Ring Binders,1.52
8068,US-2016-160563,20/10/2016,24/10/2016,Standard Class,NS-18640,Noel,Staavos,Liverpool,Merseyside,L1 1AA,West,TEC-AC-10002567,Electronics,Accessories,Logitech G602 Wireless Gaming Mouse,179.98
8069,US-2016-160563,20/10/2016,24/10/2016,Standard Class,NS-18640,Noel,Staavos,Sheffield,South Yorkshire,S1 2HH,West,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,12.02
5708,US-2016-160857,08/05/2016,15/05/2016,Standard Class,NW-18400,Natalie,Webber,Sheffield,South Yorkshire,S1 2HH,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,59.58
5709,US-2016-160857,08/05/2016,15/05/2016,Standard Class,NW-18400,Natalie,Webber,Glasgow,Scotland,G1 1AA,East,OFF-SU-10000157,Stationery,Supplies,Compact Automatic Electric Letter Opener,268.45
5710,US-2016-160857,08/05/2016,15/05/2016,Standard Class,NW-18400,Natalie,Webber,Sheffield,South Yorkshire,S1 2HH,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",95.82
5711,US-2016-160857,08/05/2016,15/05/2016,Standard Class,NW-18400,Natalie,Webber,Birmingham,West Midlands,B1 1AA,East,TEC-CO-10004115,Electronics,Copiers,Sharp AL-1530CS Digital Copier,2099.96
5712,US-2016-160857,08/05/2016,15/05/2016,Standard Class,NW-18400,Natalie,Webber,Manchester,Greater Manchester,M1 1AE,East,OFF-PA-10003363,Stationery,Paper,Xerox 204,14.58
6353,US-2016-161347,13/09/2016,19/09/2016,Standard Class,HG-14845,Harry,Greene,Newcastle,Tyne and Wear,NE1 1AA,East,OFF-BI-10004209,Stationery,Files,"Fellowes Twister Kit, Gray/Clear, 3/pkg",1.81
1472,US-2016-161466,24/09/2016,27/09/2016,Second Class,ON-18715,Odella,Nelson,Bristol,South West England,BS1 5DD,East,OFF-AR-10000634,Stationery,Art,Newell 320,5.14
281,US-2016-161991,26/09/2016,28/09/2016,Second Class,SC-20725,Steven,Cartwright,Bristol,South West England,BS1 5DD,Central,OFF-BI-10004967,Stationery,Files,Round Ring Binders,1.56
282,US-2016-161991,26/09/2016,28/09/2016,Second Class,SC-20725,Steven,Cartwright,Birmingham,West Midlands,B1 1AA,Central,TEC-PH-10001760,Electronics,Mobiles,Bose SoundLink Bluetooth Speaker,835.8
5811,US-2016-163279,22/03/2016,26/03/2016,Standard Class,JD-16150,Justin,Deggeller,Edinburgh,Scotland,EH1 1BB,West,OFF-PA-10003127,Stationery,Paper,Easy-staple paper,79.14
5812,US-2016-163279,22/03/2016,26/03/2016,Standard Class,JD-16150,Justin,Deggeller,Leeds,West Yorkshire,LS1 1UR,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,68.97
5813,US-2016-163279,22/03/2016,26/03/2016,Standard Class,JD-16150,Justin,Deggeller,Edinburgh,Scotland,EH1 1BB,West,TEC-PH-10001795,Electronics,Mobiles,ClearOne CHATAttach 160 - speaker phone,1115.98
9297,US-2016-163433,18/04/2016,22/04/2016,Second Class,MP-17965,Michael,Paige,London,Greater London,SW1A 1AA,Central,TEC-AC-10003590,Electronics,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",31.07
9298,US-2016-163433,18/04/2016,22/04/2016,Second Class,MP-17965,Michael,Paige,Liverpool,Merseyside,L1 1AA,Central,TEC-PH-10003357,Electronics,Mobiles,Grandstream GXP2100 Mainstream Business Phone,183.58
9299,US-2016-163433,18/04/2016,22/04/2016,Second Class,MP-17965,Michael,Paige,Birmingham,West Midlands,B1 1AA,Central,OFF-AR-10003373,Stationery,Art,"Boston School Pro Electric Pencil Sharpener, 1670",55.76
9300,US-2016-163433,18/04/2016,22/04/2016,Second Class,MP-17965,Michael,Paige,Leeds,West Yorkshire,LS1 1UR,Central,OFF-BI-10003676,Stationery,Files,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",3.23
9301,US-2016-163433,18/04/2016,22/04/2016,Second Class,MP-17965,Michael,Paige,Liverpool,Merseyside,L1 1AA,Central,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",42.51
9302,US-2016-163433,18/04/2016,22/04/2016,Second Class,MP-17965,Michael,Paige,Newcastle,Tyne and Wear,NE1 1AA,Central,TEC-PH-10001870,Electronics,Mobiles,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,73.48
9303,US-2016-163433,18/04/2016,22/04/2016,Second Class,MP-17965,Michael,Paige,Edinburgh,Scotland,EH1 1BB,Central,OFF-AR-10003481,Stationery,Art,Newell 348,5.9
9304,US-2016-163433,18/04/2016,22/04/2016,Second Class,MP-17965,Michael,Paige,London,Greater London,SW1A 1AA,Central,OFF-PA-10003936,Stationery,Paper,Xerox 1994,11.66
9305,US-2016-163433,18/04/2016,22/04/2016,Second Class,MP-17965,Michael,Paige,Leeds,West Yorkshire,LS1 1UR,Central,OFF-BI-10000320,Stationery,Files,GBC Plastic Binding Combs,1.11
3969,US-2016-163685,01/06/2016,05/06/2016,Standard Class,KE-16420,Katrina,Edelman,Sheffield,South Yorkshire,S1 2HH,Central,OFF-BI-10001890,Stationery,Files,Avery Poly Binder Pockets,4.3
3970,US-2016-163685,01/06/2016,05/06/2016,Standard Class,KE-16420,Katrina,Edelman,Birmingham,West Midlands,B1 1AA,Central,OFF-PA-10002606,Stationery,Paper,Xerox 1928,31.68
3191,US-2016-163783,27/12/2016,01/01/2017,Standard Class,DR-12940,Daniel,Raglin,Sheffield,South Yorkshire,S1 2HH,Central,OFF-ST-10002957,Stationery,Storage,Sterilite Show Offs Storage Containers,9.5
8750,US-2016-163825,16/06/2016,19/06/2016,First Class,LC-16885,Lena,Creighton,Newcastle,Tyne and Wear,NE1 1AA,East,OFF-BI-10003527,Stationery,Files,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2287.78
8751,US-2016-163825,16/06/2016,19/06/2016,First Class,LC-16885,Lena,Creighton,Edinburgh,Scotland,EH1 1BB,East,TEC-PH-10004922,Electronics,Mobiles,RCA Visys Integrated PBX 8-Line Router,100.48
67,US-2016-164175,30/04/2016,05/05/2016,Standard Class,PS-18970,Paul,Stevenson,Birmingham,West Midlands,B1 1AA,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",159.84
9219,US-2016-164238,16/08/2016,20/08/2016,Standard Class,JW-15955,Joni,Wasserman,Edinburgh,Scotland,EH1 1BB,East,OFF-ST-10002352,Stationery,Storage,Iris Project Case,33.52
9220,US-2016-164238,16/08/2016,20/08/2016,Standard Class,JW-15955,Joni,Wasserman,Bristol,South West England,BS1 5DD,East,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,226.1
4074,US-2016-164308,24/09/2016,27/09/2016,First Class,SC-20680,Steve,Carroll,London,Greater London,SW1A 1AA,Central,TEC-PH-10004120,Electronics,Mobiles,AT&T 1080 Phone,616.46
2095,US-2016-164357,25/11/2016,29/11/2016,Standard Class,SF-20065,Sandra,Flanagan,Bristol,South West England,BS1 5DD,South,OFF-AR-10001177,Stationery,Art,Newell 349,9.84
1427,US-2016-164448,31/10/2016,04/11/2016,Second Class,DK-12835,Damala,Kotsonis,Glasgow,Scotland,G1 1AA,West,OFF-BI-10002949,Stationery,Files,Prestige Round Ring Binders,7.3
1428,US-2016-164448,31/10/2016,04/11/2016,Second Class,DK-12835,Damala,Kotsonis,Glasgow,Scotland,G1 1AA,West,OFF-EN-10002600,Stationery,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",11.06
1429,US-2016-164448,31/10/2016,04/11/2016,Second Class,DK-12835,Damala,Kotsonis,Leeds,West Yorkshire,LS1 1UR,West,OFF-BI-10003708,Stationery,Files,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",22.35
1430,US-2016-164448,31/10/2016,04/11/2016,Second Class,DK-12835,Damala,Kotsonis,London,Greater London,SW1A 1AA,West,OFF-LA-10003510,Stationery,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",320.56
6550,US-2016-164966,30/07/2016,01/08/2016,First Class,GH-14410,Gary,Hansen,Bristol,South West England,BS1 5DD,Central,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",116.91
2748,US-2016-165449,22/11/2016,26/11/2016,Standard Class,AP-10720,Anne,Pryor,Sheffield,South Yorkshire,S1 2HH,Central,TEC-AC-10004127,Electronics,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,20.38
6899,US-2016-165512,24/05/2016,26/05/2016,Second Class,VS-21820,Vivek,Sundaresam,Leeds,West Yorkshire,LS1 1UR,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",451.99
6900,US-2016-165512,24/05/2016,26/05/2016,Second Class,VS-21820,Vivek,Sundaresam,Sheffield,South Yorkshire,S1 2HH,Central,OFF-BI-10001249,Stationery,Files,Avery Heavy-Duty EZD View Binder with Locking Rings,5.74
7994,US-2016-165743,20/11/2016,23/11/2016,Second Class,MM-18055,Michelle,Moray,Bristol,South West England,BS1 5DD,West,OFF-BI-10001982,Stationery,Files,Wilson Jones Custom Binder Spines & Labels,3.67
7995,US-2016-165743,20/11/2016,23/11/2016,Second Class,MM-18055,Michelle,Moray,Glasgow,Scotland,G1 1AA,West,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,109.32
7996,US-2016-165743,20/11/2016,23/11/2016,Second Class,MM-18055,Michelle,Moray,Liverpool,Merseyside,L1 1AA,West,OFF-BI-10001758,Stationery,Files,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,7.21
4048,US-2016-166520,16/07/2016,19/07/2016,First Class,KE-16420,Katrina,Edelman,Birmingham,West Midlands,B1 1AA,East,OFF-PA-10000501,Stationery,Paper,Petty Cash Envelope,60.66
4049,US-2016-166520,16/07/2016,19/07/2016,First Class,KE-16420,Katrina,Edelman,Leeds,West Yorkshire,LS1 1UR,East,TEC-AC-10001990,Electronics,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,449.92
4754,US-2016-167220,12/12/2016,16/12/2016,Standard Class,JB-15925,Joni,Blumstein,Edinburgh,Scotland,EH1 1BB,Central,TEC-AC-10002018,Electronics,Accessories,AmazonBasics 3-Button USB Wired Mouse,16.78
8929,US-2016-168704,13/04/2016,17/04/2016,Standard Class,FP-14320,Frank,Preis,Bristol,South West England,BS1 5DD,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",457.48
8930,US-2016-168704,13/04/2016,17/04/2016,Standard Class,FP-14320,Frank,Preis,Newcastle,Tyne and Wear,NE1 1AA,Central,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",158.53
8931,US-2016-168704,13/04/2016,17/04/2016,Standard Class,FP-14320,Frank,Preis,Birmingham,West Midlands,B1 1AA,Central,TEC-PH-10001061,Electronics,Mobiles,Apple iPhone 5C,179.98
4006,US-2016-168732,10/12/2016,16/12/2016,Standard Class,KM-16660,Khloe,Miller,Bristol,South West England,BS1 5DD,South,OFF-AR-10003087,Stationery,Art,Staples in misc. colors,1.34
4007,US-2016-168732,10/12/2016,16/12/2016,Standard Class,KM-16660,Khloe,Miller,Liverpool,Merseyside,L1 1AA,South,OFF-PA-10000520,Stationery,Paper,Xerox 201,19.44
4008,US-2016-168732,10/12/2016,16/12/2016,Standard Class,KM-16660,Khloe,Miller,Leeds,West Yorkshire,LS1 1UR,South,TEC-AC-10001553,Electronics,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",76.46
5248,US-2016-168914,21/05/2016,27/05/2016,Standard Class,JE-15745,Joel,Eaton,Sheffield,South Yorkshire,S1 2HH,Central,OFF-AP-10000358,Stationery,Appliances,Fellowes Basic Home/Office Series Surge Protectors,15.58
385,US-2016-168935,27/11/2016,02/12/2016,Standard Class,DO-13435,Denny,Ordway,Manchester,Greater Manchester,M1 1AE,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",281.59
386,US-2016-168935,27/11/2016,02/12/2016,Standard Class,DO-13435,Denny,Ordway,Liverpool,Merseyside,L1 1AA,South,TEC-AC-10002335,Electronics,Accessories,Logitech Media Keyboard K200,62.98
4584,US-2017-100405,26/08/2017,28/08/2017,Second Class,TS-21430,Tom,Stivers,Birmingham,West Midlands,B1 1AA,West,OFF-AR-10000390,Stationery,Art,Newell Chalk Holder,6.2
470,US-2017-100419,16/12/2017,20/12/2017,Second Class,CC-12670,Craig,Carreira,Glasgow,Scotland,G1 1AA,Central,OFF-BI-10002194,Stationery,Files,Cardinal Hold-It CD Pocket,3.59
6851,US-2017-100461,08/01/2017,12/01/2017,Standard Class,JO-15145,Jack,O'Briant,Glasgow,Scotland,G1 1AA,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colours",1174.41
6852,US-2017-100461,08/01/2017,12/01/2017,Standard Class,JO-15145,Jack,O'Briant,Manchester,Greater Manchester,M1 1AE,Central,OFF-BI-10001460,Stationery,Files,Plastic Binding Combs,79.54
1382,US-2017-100566,03/09/2017,09/09/2017,Standard Class,JK-16120,Julie,Kriz,London,Greater London,SW1A 1AA,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",62.96
600,US-2017-100720,16/07/2017,21/07/2017,Standard Class,CK-12205,Chloris,Kastensmidt,Bristol,South West England,BS1 5DD,East,TEC-PH-10001425,Electronics,Mobiles,Mophie Juice Pack Helium for iPhone,107.99
601,US-2017-100720,16/07/2017,21/07/2017,Standard Class,CK-12205,Chloris,Kastensmidt,Newcastle,Tyne and Wear,NE1 1AA,East,TEC-PH-10003963,Electronics,Mobiles,GE 2-Jack Phone Line Splitter,370.78
602,US-2017-100720,16/07/2017,21/07/2017,Standard Class,CK-12205,Chloris,Kastensmidt,Glasgow,Scotland,G1 1AA,East,OFF-SU-10001574,Stationery,Supplies,Acme Value Line Scissors,4.38
1864,US-2017-100839,13/10/2017,17/10/2017,Standard Class,NC-18625,Noah,Childs,Glasgow,Scotland,G1 1AA,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,545.59
1865,US-2017-100839,13/10/2017,17/10/2017,Standard Class,NC-18625,Noah,Childs,Sheffield,South Yorkshire,S1 2HH,West,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",18.72
3772,US-2017-101196,12/05/2017,17/05/2017,Standard Class,FM-14215,Filia,McAdams,Liverpool,Merseyside,L1 1AA,East,OFF-ST-10004804,Stationery,Storage,"Belkin 19"" Vented Equipment Shelf, Black",61.78
1683,US-2017-101497,29/09/2017,01/10/2017,Second Class,PS-18760,Pamela,Stobb,Leeds,West Yorkshire,LS1 1UR,West,OFF-PA-10000176,Stationery,Paper,Xerox 1887,14.23
5354,US-2017-101616,03/09/2017,06/09/2017,First Class,CY-12745,Craig,Yedwab,Bristol,South West England,BS1 5DD,South,OFF-BI-10000014,Stationery,Files,Heavy-Duty E-Z-D Binders,65.46
9311,US-2017-102141,26/08/2017,31/08/2017,Standard Class,KD-16615,Ken,Dana,Liverpool,Merseyside,L1 1AA,East,OFF-BI-10001510,Stationery,Files,Deluxe Heavy-Duty Vinyl Round Ring Binder,110.02
9490,US-2017-102232,05/08/2017,11/08/2017,Standard Class,MF-17665,Maureen,Fritzler,Bristol,South West England,BS1 5DD,South,OFF-AR-10000538,Stationery,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",147.79
7115,US-2017-102239,05/05/2017,06/05/2017,First Class,LW-16990,Lindsay,Williams,Sheffield,South Yorkshire,S1 2HH,West,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,1264.41
7116,US-2017-102239,05/05/2017,06/05/2017,First Class,LW-16990,Lindsay,Williams,Bristol,South West England,BS1 5DD,West,OFF-BI-10001890,Stationery,Files,Avery Poly Binder Pockets,4.3
1271,US-2017-103646,21/04/2017,26/04/2017,Standard Class,SP-20545,Sibella,Parks,Manchester,Greater Manchester,M1 1AE,Central,OFF-ST-10000563,Stationery,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,76.75
1272,US-2017-103646,21/04/2017,26/04/2017,Standard Class,SP-20545,Sibella,Parks,Glasgow,Scotland,G1 1AA,Central,OFF-AP-10004487,Stationery,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,36.59
1273,US-2017-103646,21/04/2017,26/04/2017,Standard Class,SP-20545,Sibella,Parks,Sheffield,South Yorkshire,S1 2HH,Central,OFF-BI-10002854,Stationery,Files,"Performers Binder/Pad Holder, Black",33.64
1465,US-2017-104794,16/12/2017,19/12/2017,First Class,KD-16495,Keith,Dawkins,London,Greater London,SW1A 1AA,East,OFF-FA-10001754,Stationery,Fasteners,Stockwell Gold Paper Clips,2.76
7563,US-2017-104815,03/09/2017,07/09/2017,Standard Class,RB-19570,Rob,Beeghly,Leeds,West Yorkshire,LS1 1UR,Central,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",149.06
9592,US-2017-105452,28/07/2017,01/08/2017,Standard Class,BF-11005,Barry,Franz,Bristol,South West England,BS1 5DD,Central,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",18.52
9593,US-2017-105452,28/07/2017,01/08/2017,Standard Class,BF-11005,Barry,Franz,Birmingham,West Midlands,B1 1AA,Central,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",227.04
501,US-2017-105578,30/05/2017,04/06/2017,Standard Class,MY-17380,Maribeth,Yedwab,Newcastle,Tyne and Wear,NE1 1AA,West,OFF-BI-10001670,Stationery,Files,Vinyl Sectional Post Binders,16.96
502,US-2017-105578,30/05/2017,04/06/2017,Standard Class,MY-17380,Maribeth,Yedwab,Sheffield,South Yorkshire,S1 2HH,West,OFF-BI-10001658,Stationery,Files,GBC Standard Therm-A-Bind Covers,11.21
503,US-2017-105578,30/05/2017,04/06/2017,Standard Class,MY-17380,Maribeth,Yedwab,Leeds,West Yorkshire,LS1 1UR,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,601.18
504,US-2017-105578,30/05/2017,04/06/2017,Standard Class,MY-17380,Maribeth,Yedwab,Edinburgh,Scotland,EH1 1BB,West,OFF-BI-10000831,Stationery,Files,Storex Flexible Poly Binders with Double Pockets,1.78
505,US-2017-105578,30/05/2017,04/06/2017,Standard Class,MY-17380,Maribeth,Yedwab,Edinburgh,Scotland,EH1 1BB,West,OFF-PA-10000357,Stationery,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",24.59
6342,US-2017-105830,31/12/2017,02/01/2018,First Class,DB-13660,Duane,Benoit,Glasgow,Scotland,G1 1AA,East,OFF-ST-10002554,Stationery,Storage,Tennsco Industrial Shelving,117.38
7736,US-2017-106313,22/08/2017,26/08/2017,Standard Class,DG-13300,Deirdre,Greer,Bristol,South West England,BS1 5DD,West,OFF-PA-10001870,Stationery,Paper,Xerox 202,14.58
6151,US-2017-106600,08/04/2017,11/04/2017,First Class,RM-19375,Raymond,Messe,Glasgow,Scotland,G1 1AA,South,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",266.17
2784,US-2017-106677,05/11/2017,10/11/2017,Standard Class,AS-10285,Alejandro,Savely,Birmingham,West Midlands,B1 1AA,East,TEC-PH-10003187,Electronics,Mobiles,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,17.99
4278,US-2017-107440,16/04/2017,20/04/2017,Standard Class,BS-11365,Bill,Shonely,Leeds,West Yorkshire,LS1 1UR,East,TEC-MA-10001047,Electronics,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",6824.95
4279,US-2017-107440,16/04/2017,20/04/2017,Standard Class,BS-11365,Bill,Shonely,Sheffield,South Yorkshire,S1 2HH,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,7.47
4280,US-2017-107440,16/04/2017,20/04/2017,Standard Class,BS-11365,Bill,Shonely,Newcastle,Tyne and Wear,NE1 1AA,East,OFF-BI-10002432,Stationery,Files,Wilson Jones Standard D-Ring Binders,18.98
1485,US-2017-108098,14/10/2017,18/10/2017,Standard Class,CP-12340,Christine,Phan,Liverpool,Merseyside,L1 1AA,West,TEC-AC-10000865,Electronics,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,132.75
1480,US-2017-108455,02/12/2017,08/12/2017,Standard Class,MK-18160,Mike,Kennedy,Birmingham,West Midlands,B1 1AA,West,OFF-PA-10002262,Stationery,Paper,Xerox 192,19.44
1481,US-2017-108455,02/12/2017,08/12/2017,Standard Class,MK-18160,Mike,Kennedy,London,Greater London,SW1A 1AA,West,OFF-PA-10002464,Stationery,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),30.34
1482,US-2017-108455,02/12/2017,08/12/2017,Standard Class,MK-18160,Mike,Kennedy,Birmingham,West Midlands,B1 1AA,West,OFF-ST-10002214,Stationery,Storage,X-Rack File for Hanging Folders,25.4
5428,US-2017-108497,14/06/2017,14/06/2017,Same Day,MH-17290,Marc,Harrigan,Glasgow,Scotland,G1 1AA,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",449.37
1383,US-2017-108504,05/02/2017,05/02/2017,Same Day,PP-18955,Paul,Prost,London,Greater London,SW1A 1AA,South,OFF-ST-10002344,Stationery,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",60.74
1384,US-2017-108504,05/02/2017,05/02/2017,Same Day,PP-18955,Paul,Prost,Liverpool,Merseyside,L1 1AA,South,OFF-PA-10001289,Stationery,Paper,White Computer Printout Paper by Universal,261.63
1385,US-2017-108504,05/02/2017,05/02/2017,Same Day,PP-18955,Paul,Prost,Liverpool,Merseyside,L1 1AA,South,OFF-FA-10000053,Stationery,Fasteners,Revere Boxed Rubber Bands by Revere,7.09
1386,US-2017-108504,05/02/2017,05/02/2017,Same Day,PP-18955,Paul,Prost,London,Greater London,SW1A 1AA,South,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",14.13
1387,US-2017-108504,05/02/2017,05/02/2017,Same Day,PP-18955,Paul,Prost,Sheffield,South Yorkshire,S1 2HH,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",179.98
1388,US-2017-108504,05/02/2017,05/02/2017,Same Day,PP-18955,Paul,Prost,Newcastle,Tyne and Wear,NE1 1AA,South,OFF-EN-10003001,Stationery,Envelopes,Ames Colour-File Green Diamond Border X-ray Mailers,125.97
1389,US-2017-108504,05/02/2017,05/02/2017,Same Day,PP-18955,Paul,Prost,Birmingham,West Midlands,B1 1AA,South,TEC-PH-10000215,Electronics,Mobiles,Plantronics Cordless Phone Headset with In-line Volume - M214C,78.64
1390,US-2017-108504,05/02/2017,05/02/2017,Same Day,PP-18955,Paul,Prost,Edinburgh,Scotland,EH1 1BB,South,TEC-PH-10003645,Electronics,Mobiles,Aastra 57i VoIP phone,363.62
